obs,icd10,icd10_label,valid_fy,valid_fy,mce_age_condition,mce_sex_condition,cc_age_split,cc_sex_split,cc,second_cc,third_cc,footnote
11009,T63432A,"Toxic effect of venom of caterpillars, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11010,T63442A,"Toxic effect of venom of bees, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11011,T63452A,"Toxic effect of venom of hornets, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11012,T63462A,"Toxic effect of venom of wasps, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11013,T63482A,"Toxic effect of venom of other arthropod, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11014,T63512A,"Toxic effect of contact with stingray, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11015,T63592A,"Toxic effect of contact with other venomous fish, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11016,T63612A,"Toxic effect of contact with Portuguese Man-o-war, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11017,T63622A,"Toxic effect of contact with other jellyfish, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11018,T63632A,"Toxic effect of contact with sea anemone, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11019,T63692A,"Toxic effect of contact with other venomous marine animals, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11020,T63712A,"Toxic effect of contact with venomous marine plant, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11021,T63792A,"Toxic effect of contact with other venomous plant, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11022,T63812A,"Toxic effect of contact with venomous frog, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11023,T63822A,"Toxic effect of contact with venomous toad, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11024,T63832A,"Toxic effect of contact with other venomous amphibian, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11025,T63892A,"Toxic effect of contact with other venomous animals, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11026,T6392XA,"Toxic effect of contact with unspecified venomous animal, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11027,T6402XA,"Toxic effect of aflatoxin, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11028,T6482XA,"Toxic effect of other mycotoxin food contaminants, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11029,T650X2A,"Toxic effect of cyanides, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11030,T651X2A,"Toxic effect of strychnine and its salts, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11031,T65212A,"Toxic effect of chewing tobacco, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11032,T65222A,"Toxic effect of tobacco cigarettes, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11033,T65292A,"Toxic effect of other tobacco and nicotine, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11034,T653X2A,"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11035,T654X2A,"Toxic effect of carbon disulfide, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11036,T655X2A,"Toxic effect of nitroglycerin and other nitric acids and esters, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11037,T656X2A,"Toxic effect of paints and dyes, not elsewhere classified, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11038,T65812A,"Toxic effect of latex, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11039,T65822A,"Toxic effect of harmful algae and algae toxins, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11040,T65832A,"Toxic effect of fiberglass, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11041,T65892A,"Toxic effect of other specified substances, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11042,T6592XA,"Toxic effect of unspecified substance, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11043,T71112A,"Asphyxiation due to smothering under pillow, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11044,T71122A,"Asphyxiation due to plastic bag, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11045,T71132A,"Asphyxiation due to being trapped in bed linens, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11046,T71152A,"Asphyxiation due to smothering in furniture, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11047,T71162A,"Asphyxiation due to hanging, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11048,T71192A,"Asphyxiation due to mechanical threat to breathing due to other causes, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11049,T71222A,"Asphyxiation due to being trapped in a car trunk, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11050,T71232A,"Asphyxiation due to being trapped in a (discarded) refrigerator, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11051,T790XXA,"Air embolism (traumatic), initial encounter",Y,Y,,,,,154.0,,,
11052,T791XXA,"Fat embolism (traumatic), initial encounter",Y,Y,,,,,154.0,,,
11053,T794XXA,"Traumatic shock, initial encounter",Y,Y,,,,,2.0,,,
11054,T8144XA,"Sepsis following a procedure, initial encounter",Y,Y,,,,,2.0,,,
11055,T8600,Unspecified complication of bone marrow transplant,Y,Y,,,,,251.0,,,
11056,T8601,Bone marrow transplant rejection,Y,Y,,,,,251.0,,,
11057,T8602,Bone marrow transplant failure,Y,Y,,,,,251.0,,,
11058,T8603,Bone marrow transplant infection,Y,Y,,,,,251.0,,,
11059,T8609,Other complications of bone marrow transplant,Y,Y,,,,,251.0,,,
11060,T8610,Unspecified complication of kidney transplant,Y,Y,,,,,183.0,,,
11061,T8611,Kidney transplant rejection,Y,Y,,,,,183.0,,,
11062,T8612,Kidney transplant failure,Y,Y,,,,,183.0,,,
11063,T8613,Kidney transplant infection,Y,Y,,,,,183.0,,,
11064,T8619,Other complication of kidney transplant,Y,Y,,,,,183.0,,,
11065,T8620,Unspecified complication of heart transplant,Y,Y,,,,,129.0,,,
11066,T8621,Heart transplant rejection,Y,Y,,,,,129.0,,,
11067,T8622,Heart transplant failure,Y,Y,,,,,129.0,,,
11068,T8623,Heart transplant infection,Y,Y,,,,,129.0,,,
11069,T86290,Cardiac allograft vasculopathy,Y,Y,,,,,129.0,,,
11070,T86298,Other complications of heart transplant,Y,Y,,,,,129.0,,,
11071,T8630,Unspecified complication of heart-lung transplant,Y,Y,,,,,129.0,158,,
11072,T8631,Heart-lung transplant rejection,Y,Y,,,,,129.0,158,,
11073,T8632,Heart-lung transplant failure,Y,Y,,,,,129.0,158,,
11074,T8633,Heart-lung transplant infection,Y,Y,,,,,129.0,158,,
11075,T8639,Other complications of heart-lung transplant,Y,Y,,,,,129.0,158,,
11076,T8640,Unspecified complication of liver transplant,Y,Y,,,,,34.0,,,
11077,T8641,Liver transplant rejection,Y,Y,,,,,34.0,,,
11078,T8642,Liver transplant failure,Y,Y,,,,,34.0,,,
11079,T8643,Liver transplant infection,Y,Y,,,,,34.0,,,
11080,T8649,Other complications of liver transplant,Y,Y,,,,,34.0,,,
11081,T865,Complications of stem cell transplant,Y,Y,,,,,251.0,,,
11082,T86810,Lung transplant rejection,Y,Y,,,,,158.0,,,
11083,T86811,Lung transplant failure,Y,Y,,,,,158.0,,,
11084,T86812,Lung transplant infection,Y,Y,,,,,158.0,,,
11085,T86818,Other complications of lung transplant,Y,Y,,,,,158.0,,,
11086,T86819,Unspecified complication of lung transplant,Y,Y,,,,,158.0,,,
11087,T86850,Intestine transplant rejection,Y,Y,,,,,41.0,,,
11088,T86851,Intestine transplant failure,Y,Y,,,,,41.0,,,
11089,T86852,Intestine transplant infection,Y,Y,,,,,41.0,,,
11090,T86858,Other complications of intestine transplant,Y,Y,,,,,41.0,,,
11091,T86859,Unspecified complication of intestine transplant,Y,Y,,,,,41.0,,,
11092,T870X1,Complications of reattached (part of) right upper extremity,Y,Y,,,,,234.0,,,
11093,T870X2,Complications of reattached (part of) left upper extremity,Y,Y,,,,,234.0,,,
11094,T870X9,Complications of reattached (part of) unspecified upper extremity,Y,Y,,,,,234.0,,,
11095,T871X1,Complications of reattached (part of) right lower extremity,Y,Y,,,,,234.0,,,
11096,T871X2,Complications of reattached (part of) left lower extremity,Y,Y,,,,,234.0,,,
11097,T871X9,Complications of reattached (part of) unspecified lower extremity,Y,Y,,,,,234.0,,,
11098,T8730,"Neuroma of amputation stump, unspecified extremity",Y,Y,,,,,234.0,,,
11099,T8731,"Neuroma of amputation stump, right upper extremity",Y,Y,,,,,234.0,,,
11100,T8732,"Neuroma of amputation stump, left upper extremity",Y,Y,,,,,234.0,,,
11101,T8733,"Neuroma of amputation stump, right lower extremity",Y,Y,,,,,234.0,,,
11102,T8734,"Neuroma of amputation stump, left lower extremity",Y,Y,,,,,234.0,,,
11103,T8740,"Infection of amputation stump, unspecified extremity",Y,Y,,,,,234.0,,,
11104,T8741,"Infection of amputation stump, right upper extremity",Y,Y,,,,,234.0,,,
11105,T8742,"Infection of amputation stump, left upper extremity",Y,Y,,,,,234.0,,,
11106,T8743,"Infection of amputation stump, right lower extremity",Y,Y,,,,,234.0,,,
11107,T8744,"Infection of amputation stump, left lower extremity",Y,Y,,,,,234.0,,,
11108,T8750,"Necrosis of amputation stump, unspecified extremity",Y,Y,,,,,234.0,,,
11109,T8751,"Necrosis of amputation stump, right upper extremity",Y,Y,,,,,234.0,,,
11110,T8752,"Necrosis of amputation stump, left upper extremity",Y,Y,,,,,234.0,,,
11111,T8753,"Necrosis of amputation stump, right lower extremity",Y,Y,,,,,234.0,,,
11112,T8754,"Necrosis of amputation stump, left lower extremity",Y,Y,,,,,234.0,,,
11113,T8781,Dehiscence of amputation stump,Y,Y,,,,,234.0,,,
11114,T8789,Other complications of amputation stump,Y,Y,,,,,234.0,,,
11115,T879,Unspecified complications of amputation stump,Y,Y,,,,,234.0,,,
11116,X710XXA,"Intentional self-harm by drowning and submersion while in bathtub, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11117,X711XXA,"Intentional self-harm by drowning and submersion while in swimming pool, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11118,X712XXA,"Intentional self-harm by drowning and submersion after jump into swimming pool, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11119,X713XXA,"Intentional self-harm by drowning and submersion in natural water, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11120,X718XXA,"Other intentional self-harm by drowning and submersion, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11121,X719XXA,"Intentional self-harm by drowning and submersion, unspecified, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11122,X72XXXA,"Intentional self-harm by handgun discharge, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11123,X730XXA,"Intentional self-harm by shotgun discharge, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11124,X731XXA,"Intentional self-harm by hunting rifle discharge, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11125,X732XXA,"Intentional self-harm by machine gun discharge, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11126,X738XXA,"Intentional self-harm by other larger firearm discharge, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11127,X739XXA,"Intentional self-harm by unspecified larger firearm discharge, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11128,X7401XA,"Intentional self-harm by airgun, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11129,X7402XA,"Intentional self-harm by paintball gun, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11130,X7409XA,"Intentional self-harm by other gas, air or spring-operated gun, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11131,X748XXA,"Intentional self-harm by other firearm discharge, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11132,X749XXA,"Intentional self-harm by unspecified firearm discharge, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11133,X75XXXA,"Intentional self-harm by explosive material, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11134,X76XXXA,"Intentional self-harm by smoke, fire and flames, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11135,X770XXA,"Intentional self-harm by steam or hot vapors, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11136,X771XXA,"Intentional self-harm by hot tap water, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11137,X772XXA,"Intentional self-harm by other hot fluids, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11138,X773XXA,"Intentional self-harm by hot household appliances, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11139,X778XXA,"Intentional self-harm by other hot objects, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11140,X779XXA,"Intentional self-harm by unspecified hot objects, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11141,X780XXA,"Intentional self-harm by sharp glass, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11142,X781XXA,"Intentional self-harm by knife, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11143,X782XXA,"Intentional self-harm by sword or dagger, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11144,X788XXA,"Intentional self-harm by other sharp object, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11145,X789XXA,"Intentional self-harm by unspecified sharp object, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11146,X79XXXA,"Intentional self-harm by blunt object, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11147,X80XXXA,"Intentional self-harm by jumping from a high place, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11148,X810XXA,"Intentional self-harm by jumping or lying in front of motor vehicle, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11149,X811XXA,"Intentional self-harm by jumping or lying in front of (subway) train, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11150,X818XXA,"Intentional self-harm by jumping or lying in front of other moving object, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11151,X820XXA,"Intentional collision of motor vehicle with other motor vehicle, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11152,X821XXA,"Intentional collision of motor vehicle with train, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11153,X822XXA,"Intentional collision of motor vehicle with tree, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11154,X828XXA,"Other intentional self-harm by crashing of motor vehicle, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11155,X830XXA,"Intentional self-harm by crashing of aircraft, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11156,X831XXA,"Intentional self-harm by electrocution, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11157,X832XXA,"Intentional self-harm by exposure to extremes of cold, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11158,X838XXA,"Intentional self-harm by other specified means, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11159,Z21,Asymptomatic human immunodeficiency virus [HIV] infection status,Y,Y,,,,,1.0,,,
11160,Z3201,"Encounter for pregnancy test, result positive",Y,Y,9 <= age <= 64,,,,212.0,,,4
11161,Z331,"Pregnant state, incidental",Y,Y,9 <= age <= 64,,,,212.0,,,4
11162,Z333,"Pregnant state, gestational carrier",Y,Y,9 <= age <= 64,,,,212.0,,,4
11163,Z3400,"Encounter for supervision of normal first pregnancy, unspecified trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
11164,Z3401,"Encounter for supervision of normal first pregnancy, first trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
11165,Z3402,"Encounter for supervision of normal first pregnancy, second trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
11166,Z3403,"Encounter for supervision of normal first pregnancy, third trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
11167,Z3480,"Encounter for supervision of other normal pregnancy, unspecified trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
11168,Z3481,"Encounter for supervision of other normal pregnancy, first trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
11169,Z3482,"Encounter for supervision of other normal pregnancy, second trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
11170,Z3483,"Encounter for supervision of other normal pregnancy, third trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
11171,Z3490,"Encounter for supervision of normal pregnancy, unspecified, unspecified trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
11172,Z3491,"Encounter for supervision of normal pregnancy, unspecified, first trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
11173,Z3492,"Encounter for supervision of normal pregnancy, unspecified, second trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
11174,Z3493,"Encounter for supervision of normal pregnancy, unspecified, third trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
11175,Z360,Encounter for antenatal screening for chromosomal anomalies,Y,Y,9 <= age <= 64,,,,212.0,,,4
11176,Z361,Encounter for antenatal screening for raised alphafetoprotein level,Y,Y,9 <= age <= 64,,,,212.0,,,4
11177,Z362,Encounter for other antenatal screening follow-up,Y,Y,9 <= age <= 64,,,,212.0,,,4
11178,Z363,Encounter for antenatal screening for malformations,Y,Y,9 <= age <= 64,,,,212.0,,,4
11179,Z364,Encounter for antenatal screening for fetal growth retardation,Y,Y,9 <= age <= 64,,,,212.0,,,4
11180,Z365,Encounter for antenatal screening for isoimmunization,Y,Y,9 <= age <= 64,,,,212.0,,,4
11181,Z3681,Encounter for antenatal screening for hydrops fetalis,Y,Y,9 <= age <= 64,,,,212.0,,,4
11182,Z3682,Encounter for antenatal screening for nuchal translucency,Y,Y,9 <= age <= 64,,,,212.0,,,4
11183,Z3683,Encounter for fetal screening for congenital cardiac abnormalities,Y,Y,9 <= age <= 64,,,,212.0,,,4
11184,Z3684,Encounter for antenatal screening for fetal lung maturity,Y,Y,9 <= age <= 64,,,,212.0,,,4
11185,Z3685,Encounter for antenatal screening for Streptococcus B,Y,Y,9 <= age <= 64,,,,212.0,,,4
